AtomicSymbol,Z,AtomicMass,AtomicNumber,AtomicRadius,Block,BoilingPoint,CovalentRadius,ElectronAffinity,Electronegativity,FusionHeat,MagneticType,MassDensity,MassMagneticSusceptibility,MeltingPoint,MolarHeatCapacity,MolarMagneticSusceptibility,MolarVolume,Phase,SoundSpeed,SpecificFusionHeat,SpecificHeat,SpecificIonizationEnergies,ThermalConductivity,Valence,ValenceElectronCount,VaporizationHeat,VolumeMagneticSusceptibility,MagneticOrdering
Na,11,0.2575542118823979,0.32293632343505635,3.4230577823350368,0.0,0.5605200993287844,3.7659555731691174,0.6758197196991736,1.472018094115889,0.181431755596497,1.2214378516209228,0.11278188552814408,0.005026012748030036,0.11119175079866224,3.60859870742804,0.0007123833092538776,0.004469461486413273,0.0,1.0582786152834736,0.11105590771564222,0.7600623970647261,0.15359108843842711,1.7469154515394203,0.5750361637747652,0.47960743643088743,0.4706618759363561,0.0005800650049594344,0.0
Mg,12,0.2722887317206552,0.3522941710200615,2.61233357072937,0.0,0.6919217534183183,3.1987935892581056,0.0,2.073487853001951,0.6070985668036629,1.2214378516209228,0.20249474901644052,0.00394085090470537,0.7396094762498,3.163695393434216,0.0005984019797732571,0.002631732823340129,0.0,1.5219369336045454,0.35150099459438866,0.6302956463463583,0.2161614607468566,1.9964748017593374,1.1500723275495304,0.9592148728617749,0.6166296839289005,0.0008189153011192039,0.0
Al,13,0.30227397123259236,0.3816520186050666,2.1258990437659704,1.0403847833914326,1.5990375200557283,2.7450640021292965,0.5439836758942211,2.5483323994909477,0.7466614557240453,1.2214378516209228,0.3145775732706499,0.0044548749357538955,0.7513521990111816,3.112676631147348,0.0007480024747165715,0.001880610634945232,0.0,1.6866315431080359,0.38942156607920253,0.5586149649971646,0.1524331370042636,2.932322365084027,1.7251084913242956,1.4388223092926624,1.4115038858684987,0.0014399260711345995,0.0
Si,14,0.3146360432164,0.41100986619007174,1.999786388627311,1.0403847833914326,1.8408927384524065,2.5181992085648917,1.7100286846933634,3.0073487944303103,3.503028511901596,-1.2214378516209228,0.27146879471133856,-0.0009138204996418249,1.608935076026488,2.5446710084855435,-0.00015993005292749552,0.002268372904160834,0.0,0.7275665480073881,1.7552226717970454,0.43873520480971995,0.19944282046174547,1.8716951266493789,2.3001446550990607,1.9184297457235497,1.729453566644338,-0.0002545461727645535,0.0
P,15,0.34699882209639366,0.44036771377507683,1.7655771719412294,1.0403847833914326,0.17805876315031036,2.42745329113913,0.9215723450443277,3.466365189369674,0.04466012445452234,-1.2214378516209228,0.21239811706384987,-0.0064538572787203865,0.050293444384986404,3.042385961549232,-0.001246670791194286,0.0031974460987128,0.0,,0.02029032241579434,0.4756260382282274,0.23264559112387323,0.0029448003325950227,2.875180818873826,2.3980371821544373,0.059736000630612233,-0.0014058046002546319,0.0
S,16,0.3591679382416872,0.469725561360082,1.585416236028859,1.0403847833914326,0.2823040753946739,2.382080332426249,2.5599231806786875,4.083663099805369,0.1207218989161307,-1.2214378516209228,0.22836001615202728,-0.003541054436112071,0.13109293501344532,2.884373520780368,-0.0007088213927076082,0.0030782464723749315,0.0,,0.05298897467878742,0.43564552026880643,0.2220530986291618,0.0025579833397541512,3.450216982648591,2.877644618585325,0.04721071017580645,-0.000832563889471191,0.0
Cl,17,0.39714608267834717,0.4990834089450871,1.423271393707726,1.0403847833914326,-0.021608272005834452,2.3140208943569274,4.46706595028431,5.001695889684096,0.2233006222726117,-1.2214378516209228,0.0003744638224043958,-0.004112192248388212,-0.115492864368238,2.163339481169516,-0.0018201393551436575,2.0757082472692834,3.139299861419661,0.0681266858588736,0.08864141288709425,0.29549742949296914,0.25136488317115624,0.00011105391084786315,2.875180818873826,3.3572520550162124,0.049137677938084254,-1.5764119546544647e-06,0.0
Ar,18,0.44755954874471005,0.5284412565300922,1.2791426449778296,1.0403847833914326,-0.11794409338084728,2.4047668117826895,0.0,,0.08234210446302555,-1.2214378516209228,0.00020785421878327383,-0.003426826873656843,-0.2153970366985956,2.65260615100474,-0.0008548599711046531,4.214226535725851,3.139299861419661,0.10549714946107126,0.02900613721650677,0.3215311114347065,0.27109034695591067,0.00022110958429484662,0.0,3.8368594914470995,0.031313226137014476,-7.30199476831289e-07,0.0
K,19,0.4380179600672164,0.5577991041150974,4.3779107426706,0.0,0.48180606499495743,4.605355309357415,0.6195014097242425,1.2979084270699235,0.1625907655922454,1.2214378516209228,0.09973274174802825,0.0038266233422501413,0.07211761323801896,3.7770490007316946,0.0009332221351225797,0.008595676328980265,0.0,0.661424134552171,0.058519549941706654,0.4677782394943071,0.07628565980352103,1.247796751099586,0.5750361637747652,0.47960743643088743,0.3704595522979098,0.00039171448570201917,0.0
Ca,20,0.4489935317794866,0.5871569517001025,3.495122156699985,0.0,0.942029249608059,3.9928203667335223,0.03033508969104245,1.5828151549633214,0.5959335356900324,1.2214378516209228,0.1805908290998175,0.007881701809410738,0.958078736926664,3.2272623034134695,0.001970096041741598,0.004865979630026182,0.0,1.2600129763218857,0.20924484179036484,0.38991818906328635,0.1048076143811893,2.495593502199172,1.1500723275495304,0.9592148728617749,0.7467000078826529,0.0014597165242449773,0.0
Sc,21,0.5036406871171252,0.6165147992851076,3.3149612207876147,2.080769566782865,1.796457396489762,3.856701490594879,0.23167304785142123,2.152628610750117,1.1165031113630584,1.2214378516209228,0.34778298378255174,0.050260127480300364,1.753443389078372,3.2528849086886873,0.014090941857041699,0.0028342514170449223,0.0,,0.3494911154778023,0.35037022693959324,0.10029508440553346,0.19964748017593376,1.7251084913242956,0.9592148728617749,1.5319393710108622,0.01792742080033454,0.0
Ti,22,0.536253640044131,0.6458726468701127,3.170832472057718,2.080769566782865,2.086556700445883,3.6298366970304747,0.09727708086579014,2.437535338643515,1.3049130114055745,1.2214378516209228,0.5251115269373403,0.022902626272273234,1.897951702130256,3.1764236297182507,0.006835317852290955,0.001998686114180837,0.0,1.3691479585229938,0.3836262601586694,0.32132719225500617,0.0980192757936139,0.27451528524190894,2.3001446550990607,0.9592148728617749,2.0474032474201773,0.012331499576019991,0.0
V,23,0.570697240359916,0.6752304944551178,3.0807520041015333,2.080769566782865,2.1627315723818445,3.4710313415353915,0.6476605647117081,2.5799887025902137,1.5910169336923583,1.2214378516209228,0.7118773972902483,0.035867454610941624,2.17331399944172,3.1789189331890735,0.011394571031515772,0.0015690127126514754,0.0,1.5080470267789496,0.43950725574999505,0.3021711481013423,0.09099900656239153,0.3868169928408717,2.875180818873826,0.9592148728617749,2.182290990779624,0.026184816753286502,0.0
Cr,24,0.5825119162073796,0.704588342040123,2.990671536145348,2.080769566782865,1.695525691174613,3.153420630545225,0.8230153025881982,2.6274731572391135,1.4305196114339187,0.0,0.8377084265985083,0.02541563264628825,2.169900417243644,2.972676495873603,0.008242274888067364,0.001360936380363048,0.0,1.9644296796199476,0.3871560245646643,0.27683573486585145,0.0894272769492143,1.1729289460336108,3.450216982648591,0.47960743643088743,1.6331051785304473,0.02168078259713089,4.964297310557721
